fips,state_abbr,pollutant,model,season,elevated,damage
25025,MA,so2,EASIUR,annual,ground level,128550.36608446607970775074312132831036432
25025,MA,nox,EASIUR,annual,ground level,110699.41686279833736568641643471780239444
25025,MA,nh3,EASIUR,annual,ground level,731970.3550254596737786789444435081543584
25025,MA,pm25,EASIUR,winter,ground level,1062840.591032004721969835833809381251256
25025,MA,so2,EASIUR,winter,ground level,29506.577208692682508511925967793402660664
25025,MA,nox,EASIUR,winter,ground level,56301.39007664342708378673469564362089988
25025,MA,nh3,EASIUR,winter,ground level,649524.7808684803453622051388568323500124
25025,MA,pm25,EASIUR,spring,ground level,2169013.1453858336889295764199454077916664
25025,MA,so2,EASIUR,spring,ground level,258733.43233886054892059802309915948286824
25025,MA,nox,EASIUR,spring,ground level,261186.39131130093409610971426716978728988
25025,MA,nh3,EASIUR,spring,ground level,1220860.1087057570019268169669924972919624
25025,MA,pm25,EASIUR,summer,ground level,1959121.2122774262735011889340763439768012
25025,MA,so2,EASIUR,summer,ground level,179259.14852404676283537071050106768290368
25025,MA,nox,EASIUR,summer,ground level,89736.43113492598390166898231866577507528
25025,MA,nh3,EASIUR,summer,ground level,600357.4378064874406902598126553049552852
25025,MA,pm25,EASIUR,fall,ground level,996269.9816848887864739650574830931388412
25025,MA,so2,EASIUR,fall,ground level,46702.30626626424095455112376475082271816
25025,MA,nox,EASIUR,fall,ground level,35573.454928322878963223450728579250852916
25025,MA,nh3,EASIUR,fall,ground level,457139.0927211013653397554863881204741932
25025,MA,pm25,InMAP,annual,ground level,2278287.1756671563725842625442464630484544
25025,MA,so2,InMAP,annual,ground level,87163.16857579696169384451060135775719504
25025,MA,nox,InMAP,annual,ground level,64036.79104204783582075725154322199819504
25025,MA,nh3,InMAP,annual,ground level,1415143.6036689477859251563777098430199768
25025,MA,voc,InMAP,annual,ground level,66846.56664291877704463528624116844594452
25027,MA,pm25,AP2,annual,ground level,619272.2761095528186910712258035192233972
25027,MA,so2,AP2,annual,ground level,186470.72784104707603156543129523945395932
25027,MA,nox,AP2,annual,ground level,3094.2118062883731379702711565491508176044
25027,MA,nh3,AP2,annual,ground level,1057332.7006360333947081126233604732332976
25027,MA,voc,AP2,annual,ground level,59274.23613000233411275052821808265524256
25027,MA,pm25,EASIUR,annual,ground level,1024469.6087033350211096506767533973916056
25027,MA,so2,EASIUR,annual,ground level,92916.23051187686801059491078899393571096
25027,MA,nox,EASIUR,annual,ground level,67270.66079530517711590317914468564887236
25027,MA,nh3,EASIUR,annual,ground level,578174.846065879977766324197474779565528
25027,MA,pm25,EASIUR,winter,ground level,1119350.9398305099122822266283949949960368
25027,MA,so2,EASIUR,winter,ground level,49503.52103883723300059216872430521554132
25027,MA,nox,EASIUR,winter,ground level,92583.18110998298534772753395761036338384
25027,MA,nh3,EASIUR,winter,ground level,834619.9967478643597929190904581398797088
25027,MA,pm25,EASIUR,spring,ground level,965684.5909668272545974258511658929685016
25027,MA,so2,EASIUR,spring,ground level,126369.46128492312045573421167779383967292
25027,MA,nox,EASIUR,spring,ground level,79850.64295509499232631378895108404907860
25027,MA,nh3,EASIUR,spring,ground level,504980.6752407066937448876973355024240296
25027,MA,pm25,EASIUR,summer,ground level,1069930.3353761385106703374062348162580416
25027,MA,so2,EASIUR,summer,ground level,128600.82382266113930040026361354139129812
25027,MA,nox,EASIUR,summer,ground level,30040.002161924672076820444416873128854848
25027,MA,nh3,EASIUR,summer,ground level,435862.9930987934791905431768241549329484
25027,MA,pm25,EASIUR,fall,ground level,942912.568639872768085731736472070374496
25027,MA,so2,EASIUR,fall,ground level,67191.11590108597928565299914033529633148
25027,MA,nox,EASIUR,fall,ground level,66608.8169542174734289526251853821020264
25027,MA,nh3,EASIUR,fall,ground level,537235.7191761511977383873676542285100984
25027,MA,pm25,InMAP,annual,ground level,452415.5310932431441436940177486750348192
25027,MA,so2,InMAP,annual,ground level,117703.2931819540192913417758806727561872
25027,MA,nox,InMAP,annual,ground level,26959.818870693132573385781173510928837736
25027,MA,nh3,InMAP,annual,ground level,368862.38344951490617753411255587483045624
25027,MA,voc,InMAP,annual,ground level,25500.489250685457102180451637541951437232
